酒店名称,评论日期,评论内容,入住房型
H01,2020-06-16,酒店不错不错不错的,高级大床房
H01,2020-06-16,服务真的一流，非常热情又热心解答和帮助我，问去哪里吃饭、玩，住过很多国际五星，服务真心不必国际五星差，特别是小姑娘Kitty 的热心和服务，前台姑娘入住和退房效率极高，哈哈，必须常来…,标准大床房
H01,2020-06-17,离公司很近！,高级大床房
H01,2020-06-17,酒店管理很好,标准大床房
H01,2020-06-17,酒店很方便的,标准大床房
H01,2020-06-17,酒店很好不错的选择,标准客房
H01,2020-06-17,离公司近！,标准大床房
H01,2020-06-17,哦哦哦哦哦哦,标准大床房
H01,2020-06-17,酒店很好的服务态度很好,行政大床房
H01,2020-06-18,酒店不错，交通方便。,标准大床房
H01,2020-06-18,这家酒店不错，交通方便。,标准大床房
H01,2020-06-18,免费升级房型，非常好的体验,标准大床房
H01,2020-06-18,以前住过，环境交通了人饮食很方便！,标准双床房
H01,2020-06-18,?? ??? ?? ?? ???. ??? ???? ???? ??? ????. ??? ?? ??? ???? ????.,标准客房
H01,2020-06-18,不错呀！！！,标准大床房
H01,2020-06-18,很靠近火车东站，方便,标准大床房
H01,2020-06-18,地理位置一流，离地铁站和天河商圈都很近。除了浴缸有点坏了之外其他的设施都很不错，床很舒服干净。,标准大床房
H01,2020-06-18,酒店不错的,标准大床房
H01,2020-06-18,酒店不错不错,标准大床房
H01,2020-06-18,很多的酒店,豪华大床房
H01,2020-06-19,明天下午在三楼会议厅有活动，经常住这家酒店，感觉良好。,标准双床房
H01,2020-06-19,位置很好很便利附近有地铁,标准双床房
H01,2020-06-19,东站就在旁边，很方便，经常住的了。,标准大床房
H01,2020-06-20,体验很不错,标准大床房
H01,2020-06-20,前台热情，不错不错的哦,标准大床房
H01,2020-06-20,整体感觉很不错，交通便利,标准大床房
H01,2020-06-20,前台接待不错哦好的,高级双床房
H01,2020-06-20,一般一般的,高级大床房
H01,2020-06-21,服务不错，好好的,标准大床房
H01,2020-06-21,位置很好社保局就在旁边方便办事交通便利,标准大床房
H01,2020-06-21,性价比很高，环境也不错！,标准双床房
H01,2020-06-21,酒店很棒 感觉不错 和朋友来 下次还来这边 斯瑶静心,标准大床房
H01,2020-06-21,房间很棒 服务很好 非常满意 很值得入住 四瑶 安夏服务很好,标准双床房
H01,2020-06-21,前台服务好。。。。,标准大床房
H01,2020-06-21,环境不错 服务态度很好,高级大床房
H01,2020-06-21,性价比还不错,标准大床房
H01,2020-06-22,五星级，很好很舒服,标准大床房
H01,2020-06-22,位置便利附近都有超市和地铁很好,高级双床房
H01,2020-06-22,老牌五星，服务到位,标准大床房
H01,2020-06-22,交通非常便利，工作人员很热情 值得推荐,标准大床房
H01,2020-06-22,环境一般，需改进,标准大床房
H01,2020-06-22,每次来广州出差必选的酒店，离广州东站又近又方便，对面商场还有很多吃饭的地方，还有广州很出名的陶陶居酒家。,标准大床房
H01,2020-06-22,地铁高铁站口，交通便利。,标准大床房
H01,2020-06-23,早点対応谢谢,标准大床房
H01,2020-06-23,房间很舒服,行政双床房
H01,2020-06-23,环境不错不错啊啊啊,标准双床房
H01,2020-06-23,很好的酒店服务不错,标准大床房
H01,2020-06-23,酒店很好不错不错,标准大床房
H01,2020-06-23,酒店很好服务棒,标准大床房
H01,2020-06-23,Goodhotel,标准大床房
H01,2020-06-23,房间很好不错,高级双床房
H01,2020-06-23,酒店位置交通便利，前台服务热情，前台的小姐姐微笑很美，酒店设施不错，入住的较晚没去享受酒店其他服务就不评价了。,标准大床房
H01,2020-06-23,酒店交通很方便，设施也很不错,标准大床房
H01,2020-06-23,环境很好呢,标准大床房
H01,2020-06-23,酒店不错不错服务好,标准大床房
H01,2020-06-24,床很舒服，倒下就很快睡着了，干净卫生不愧是五星级的酒店，周边还有大型商场买东西方便，去广州塔也很近，前台小眼镜何聿亭Aries服务非常好、耐心，下次还选这里,标准大床房
H01,2020-06-24,设备一般般吧,标准大床房
H01,2020-06-24,地理位置优越,标准双床房
H01,2020-06-24,偶尔住，老牌五星，屋里有点儿霉味儿。交通方便，就在东站旁边。,标准大床房
H01,2020-06-24,不错1111111,标准大床房
H01,2020-06-24,酒店就在广州东附近，交通便捷，出行方便。酒店冷气足，干净整洁。疫情期间，价格实惠。不错！,标准大床房
H01,2020-06-24,酒店位置好，前台接待服务好。,标准双床房
H01,2020-06-25,位置方便周围有地铁口和商场,标准大床房
H01,2020-06-25,房间很干净，卫生间设施先进,标准大床房
H01,2020-06-25,好的。。。。。,标准大床房
H01,2020-06-25,0k……OK……,标准双床房
H01,2020-06-25,319的五星级酒店 值,标准大床房
H01,2020-06-25,交通方便，卫生干净,标准双床房
H01,2020-06-25,交通方便，服务到位，硬件一般，出差合适,标准大床房
H01,2020-06-26,环境不错非常好,标准双床房
H01,2020-06-26,还可以的，下次再去住,标准大床房
H01,2020-06-27,每次都住這家，服務質素不錯的。一,标准大床房
H01,2020-06-27,总体挺好的。,标准大床房
H01,2020-06-27,设备陈旧有待提高,标准大床房
H01,2020-06-27,没用过，直接问酒店吧！,标准大床房
H01,2020-06-27,交通方便 酒店挺大 服务很好,标准大床房
H01,2020-06-27,干净的商务酒店，还帮我升级了高级房，多了一张沙发坐的很舒服,标准大床房
H01,2020-06-28,服务不错的,标准大床房
H01,2020-06-28,服务很好不错,标准大床房
H01,2020-06-28,不错的服务,标准大床房
H01,2020-06-28,空调口一直嗡嗡作响，床太软了，相对于300多元房费其它都可以。特别提一下4楼的中餐厅，5星酒店贵可以接受，但是服务水平还比不上普通茶楼就说不过去了！,标准大床房
H01,2020-06-28,位置便利很好方便 体验不错,标准大床房
H01,2020-06-29,服务一流不,标准大床房
H01,2020-06-29,商务首选的,标准双床房
H01,2020-06-29,优秀的服务,标准大床房
H01,2020-06-29,不错的很好的服务,标准大床房
H01,2020-06-29,房间不错的,标准大床房
H01,2020-06-29,酒店不错很好的服务,标准大床房
H01,2020-06-29,good service,行政高级大床房
H01,2020-06-29,不错的房间,标准大床房
H01,2020-06-29,酒店不错哈,标准大床房
H01,2020-06-29,第二次入住了 出差就住这 方便 设施也不错,高级双床房
H01,2020-06-29,方便，便捷,标准大床房
H01,2020-06-29,酒店不错，服务很好，交通方便,标准双床房
H01,2020-06-29,入住成功，要求升级安静一些的房间。可以安排。,标准大床房
H01,2020-06-29,服务不错okokok,标准大床房
H01,2020-06-29,交通便利，服务不错，停车方便,标准大床房
H01,2020-06-29,服务很好，环境不错，交通方便。,标准大床房
H01,2020-06-30,工作人员不错,标准大床房
H01,2020-06-30,商务出差的选择,标准大床房
H01,2020-06-30,服务不错的的的,标准大床房
H01,2020-06-30,位置方便，服务不错，很不错,标准大床房
H01,2020-06-30,服务很好房间不错,标准大床房
H01,2020-06-30,这是住过最差的五星级酒店了，房间设备陈旧就不说了，空调噪音很大，小冰箱也是压缩机噪音超大，最主要是房间的发霉的味道很大，不会再住了！超级差,标准大床房
H01,2020-06-30,服务不错，离东站近，很好！,标准大床房
H01,2020-06-30,酒店设施不错。 服务态度很好。,标准大床房
H01,2020-07-01,服务非常好,标准大床房
H01,2020-07-01,酒店位置便利,标准大床房
H01,2020-07-01,位置便利，紧邻广州东站，对面就是购物中心。前台服务周到，值得推荐,标准大床房
H01,2020-07-01,位置很不错，服务也很好，很不错,高级大床房
H01,2020-07-01,位置便利附近有大型商场和地铁口，酒店也很好。,标准双床房
H01,2020-07-02,位置方便，舒适，很好,标准大床房
H01,2020-07-02,公司经常在此举办日本留学展会活动，非常受到日本客人的喜爱，来广州出差经常住这里离东站又近。,标准大床房
H01,2020-07-02,服务真的不错,标准大床房
H01,2020-07-02,服务人性化,高级大床房
H01,2020-07-02,很好的服务不错,标准大床房
H01,2020-07-02,一如既往的好,标准大床房
H01,2020-07-03,非常好的体验,标准大床房
H01,2020-07-03,服务态度很好不错,标准大床房
H01,2020-07-03,酒店不错很好,标准大床房
H01,2020-07-03,服务很好很不错,标准双床房
H01,2020-07-03,代朋友预定，朋友说挺好,标准大床房
H01,2020-07-03,酒店不错的,高级双床房
H01,2020-07-03,设施老旧，房间暗小，条件一般，位置好。,标准双床房
H01,2020-07-03,房间不错啊不错不错不错,标准大床房
H01,2020-07-04,周边设施很方便，虽然酒店有年代 但没感觉很旧，服务很好，酒店也很干净，地铁和公交车都很方便 出租也很方便，去机场只要三号线就行,标准双床房
H01,2020-07-04,商务出差首选,标准大床房
H01,2020-07-04,酒店很不错,标准大床房
H01,2020-07-04,交通方便，服务好，周边吃饭方便。,标准大床房
H01,2020-07-04,服务态度很好、整洁干净舒适,标准大床房
H01,2020-07-04,真的不错的酒店,标准大床房
H01,2020-07-04,交通便利，性价比高！,标准大床房
H01,2020-07-05,很方便，很舒适,标准大床房
H01,2020-07-05,酒店很干净，服务不错，很好,标准大床房
H01,2020-07-05,很干净 很卫生,标准大床房
H01,2020-07-05,环境好，干净，卫生。,标准大床房
H01,2020-07-05,设施完备，服务周到，档次高，有面子又实惠,标准双床房
H01,2020-07-05,卫生很好，前台服务很热情，以后还会过来入住！,标准双床房
H01,2020-07-05,服务很好不错的酒店前台很好,标准大床房
H01,2020-07-05,很棒的酒店 还给升级了房间 感谢！,标准大床房
H01,2020-07-05,出差商务首选，位置好，设施完备，值得再次入住。,标准大床房
H01,2020-07-06,方便干净，可以,标准大床房
H01,2020-07-06,酒店服务非常好。,标准大床房
H01,2020-07-06,环境好，干净卫生。,标准双床房
H01,2020-07-06,酒店设施完善，设备齐全，环境优美。,标准大床房
H01,2020-07-06,不错不错不错,标准双床房
H01,2020-07-07,位置很方便很好不错的,标准双床房
H01,2020-07-07,干净卫生 位置就在东站旁边,高级大床房
H01,2020-07-07,前台服务好，热情周到。房间干净卫生，有防疫措施。非常满意,标准大床房
H01,2020-07-07,非常非常好,高级双床房
H01,2020-07-07,挺好的不错,标准大床房
H01,2020-07-07,性价比比较高，就是房间灯有点暗，看书不方便的。另外自助早餐有待改善，不好吃不好吃不好吃不好吃不好吃不好吃。,标准大床房
H01,2020-07-07,酒店地理位置非常好，卫生条件也不错。,标准大床房
H01,2020-07-07,酒店位置很好，服务也很好，很方便，很不错,标准大床房
H01,2020-07-08,方便靠近地铁 。,标准大床房
H01,2020-07-08,环境不错okok,高级双床房
H01,2020-07-08,卫生没有那么细致，其他都很好，就是床头插座被床头柜挡住的设计非常不合理,标准大床房
H01,2020-07-08,来过了很不错OK，。，。,标准大床房
H01,2020-07-08,性价比非常好,标准大床房
H01,2020-07-08,酒店地理位置特别好卫生条件也不错。,标准大床房
H01,2020-07-08,Very good.,高级客房
H01,2020-07-08,很好很好很好很好,高级大床房
H01,2020-07-08,位置优越，出行方便，各方面环境不错，值得,标准大床房
H01,2020-07-08,服务好酒店好,标准大床房
H01,2020-07-09,地理位置很方便,标准双床房
H01,2020-07-09,位置便利靠近东站和地铁站出差方便,高级双床房
H01,2020-07-09,周边交通方便，有大型购物广场，环境舒适,高级大床房
H01,2020-07-09,每次来广州都住在这家店，挺好。,标准大床房
H01,2020-07-09,很好的前台,标准大床房
H01,2020-07-09,服务很好人性化,标准大床房
H01,2020-07-09,服务很好不错的,标准大床房
H01,2020-07-09,服务不错很好的酒店,标准大床房
H01,2020-07-09,还行还行吧,标准大床房
